tc_EPID,tc_EquipmentGroupID,tc_EquipmentUnitID,tc_ExpDurationHrs,tc_ExpEPCount,tc_ExpEndDatetime,tc_ExpStartDatetime,tc_ExperimentID,tc_Latitude,tc_Longitude,tc_C1MassFlow,tc_C1MassFlowUncertainty
4S-43,4S,4S-4,1.5,1,2022-04-15 20:41:28+00:00,2022-04-15 19:11:28+00:00,20220415007,40.59564283,-105.1403473,4517.879555,199.947265
4T-31,4T,4T-3,2.250277778,2,2022-04-15 16:11:23+00:00,2022-04-15 13:56:22+00:00,20220415005,40.59583017,-105.139824,1852.604363,159.5470276
5W-31,5W,5W-3,1,2,2022-04-15 11:56:18+00:00,2022-04-15 10:56:18+00:00,20220415003,40.59568017,-105.1393735,1827.85959,46.15971733
5W-21,5W,5W-2,3.183333333,4,2022-04-15 07:56:13+00:00,2022-04-15 04:45:13+00:00,20220415001,40.59565283,-105.1394052,290.4824949,29.32540141
4S-43,4S,4S-4,0.999722222,1,2022-04-14 17:22:04+00:00,2022-04-14 16:22:05+00:00,20220414002,40.59564283,-105.1403473,4530.0889,181.9329279
5S-27,5S,5S-2,2.5,2,2022-04-14 00:22:50+00:00,2022-04-13 21:52:50+00:00,20220413003,40.59592467,-105.1393833,1810.231222,48.59336991
4W-27,4W,4W-2,2.5,2,2022-04-14 00:22:50+00:00,2022-04-13 21:52:50+00:00,20220413003,40.59593483,-105.1402633,1405.247442,50.38330146
5W-32,5W,5W-3,2.000277778,2,2022-04-13 17:52:49+00:00,2022-04-13 15:52:48+00:00,20220413001,40.59567883,-105.1393703,1841.77789,49.53786421
4S-23,4S,4S-2,1,1,2022-04-12 17:48:28+00:00,2022-04-12 16:48:28+00:00,20220412001,40.59563067,-105.1402638,3762.650624,160.9674161
5S-28,5S,5S-2,7.183333333,4,2022-04-12 13:48:25+00:00,2022-04-12 06:37:25+00:00,20220411010,40.59593183,-105.1393905,304.8596985,29.75587439
5W-110,5W,5W-1,4.683333333,3,2022-04-10 02:00:06+00:00,2022-04-09 21:19:06+00:00,20220409001,40.59562167,-105.139431,544.217743,28.86619023
4S-42,4S,4S-4,4.183333333,3,2022-04-09 16:14:32+00:00,2022-04-09 12:03:32+00:00,20220408008,40.59566533,-105.1403468,996.1248501,51.54571698
4S-12,4S,4S-1,6,2,2022-04-09 10:03:29+00:00,2022-04-09 04:03:29+00:00,20220408006,40.59561917,-105.1402258,8.360844045,26.81997369
5W-34,5W,5W-3,3.000277778,2,2022-04-08 19:22:22+00:00,2022-04-08 16:22:21+00:00,20220408002,40.59568717,-105.1393902,2049.521188,68.42278527
5S-26,5S,5S-2,2,2,2022-04-05 18:16:31+00:00,2022-04-05 16:16:31+00:00,20220405003,40.59592267,-105.139389,1238.023248,36.19687187
4S-21,4S,4S-2,2,2,2022-04-05 18:16:31+00:00,2022-04-05 16:16:31+00:00,20220405003,40.59566467,-105.1402658,1452.103382,50.94751548
4W-32,4W,4W-3,2.183333333,3,2022-04-05 13:16:28+00:00,2022-04-05 11:05:28+00:00,20220405001,40.595947,-105.140307,830.7361793,155.3470385
4T-31,4T,4T-3,2.183333333,3,2022-04-05 13:16:28+00:00,2022-04-05 11:05:28+00:00,20220405001,40.59583017,-105.139824,1353.566454,228.0798263
5S-23,5S,5S-2,3.183333333,3,2022-04-05 00:54:24+00:00,2022-04-04 21:43:24+00:00,20220404007,40.59592817,-105.1394038,454.2202849,29.40113931
5W-32,5W,5W-3,1.5,2,2022-04-04 18:43:23+00:00,2022-04-04 17:13:23+00:00,20220404005,40.59567883,-105.1393703,2041.64931,47.16850698
4W-31,4W,4W-3,3.000277778,2,2022-04-04 13:57:29+00:00,2022-04-04 10:57:28+00:00,20220404003,40.595948,-105.1403037,188.7526873,38.76018795
5S-28,5S,5S-2,3.683333333,5,2022-04-03 22:57:20+00:00,2022-04-03 19:16:20+00:00,20220403006,40.59593183,-105.1393905,214.2144475,34.95275006
5S-21,5S,5S-2,4.000277778,2,2022-04-03 13:24:09+00:00,2022-04-03 09:24:08+00:00,20220403004,40.59593583,-105.1393965,530.756979,32.67085104
5S-14,5S,5S-1,2.183333333,3,2022-04-03 07:24:07+00:00,2022-04-03 05:13:07+00:00,20220403002,40.59590333,-105.1393615,690.9456503,40.35579644
5W-22,5W,5W-2,2.820277778,2,2022-04-02 02:32:18+00:00,2022-04-01 23:43:05+00:00,20220401006,40.595653,-105.1393917,478.4034336,39.76468872
4T-31,4T,4T-3,2.820277778,2,2022-04-02 02:32:18+00:00,2022-04-01 23:43:05+00:00,20220401006,40.59583017,-105.139824,1010.717977,150.8002983
4W-43,4W,4W-4,2.000277778,2,2022-03-31 04:46:05+00:00,2022-03-31 02:46:04+00:00,20220330006,40.59594067,-105.1403488,2005.385953,38.32259847
4T-11,4T,4T-1,2.000277778,2,2022-03-31 04:46:05+00:00,2022-03-31 02:46:04+00:00,20220330006,40.59575067,-105.1398913,2077.251938,103.8707081
4W-27,4W,4W-2,3.000277778,2,2022-03-30 16:53:52+00:00,2022-03-30 13:53:51+00:00,20220329011,40.59593483,-105.1402633,1985.83886,72.89756595
5W-22,5W,5W-2,3.183333333,3,2022-03-30 04:53:44+00:00,2022-03-30 01:42:44+00:00,20220329007,40.595653,-105.1393917,1104.174793,56.22383267
4T-31,4T,4T-3,3.183333333,3,2022-03-30 04:53:44+00:00,2022-03-30 01:42:44+00:00,20220329007,40.59583017,-105.139824,1486.148606,257.2518591
5S-35,5S,5S-3,4.903611111,4,2022-03-29 19:31:39+00:00,2022-03-29 14:37:26+00:00,20220329003,40.59593867,-105.1394113,134.9958655,5.473733479
5W-34,5W,5W-3,2.500277778,1,2022-03-25 14:16:45+00:00,2022-03-25 11:46:44+00:00,20220325004,40.59568717,-105.1393902,1181.48819,40.38233791
5S-23,5S,5S-2,4.183333333,3,2022-03-23 13:18:37+00:00,2022-03-23 09:07:37+00:00,20220322006,40.59592817,-105.1394038,732.1690349,36.3668791
4S-12,4S,4S-1,5.183611111,5,2022-03-23 07:07:33+00:00,2022-03-23 01:56:32+00:00,20220322004,40.59561917,-105.1402258,150.7170732,3.279286929
5S-21,5S,5S-2,8.183333333,5,2022-03-22 15:53:13+00:00,2022-03-22 07:42:13+00:00,20220321009,40.59593583,-105.1393965,396.7298666,33.60871487
4S-22,4S,4S-2,8.183333333,5,2022-03-22 15:53:13+00:00,2022-03-22 07:42:13+00:00,20220321009,40.59566267,-105.1402618,117.8739558,3.643642649
5W-31,5W,5W-3,2,1,2022-03-22 05:42:12+00:00,2022-03-22 03:42:12+00:00,20220321007,40.59568017,-105.1393735,1313.654478,40.16465254
5W-32,5W,5W-3,1.5,1,2022-03-21 22:12:09+00:00,2022-03-21 20:42:09+00:00,20220321003,40.59567883,-105.1393703,2071.342393,52.05626881
5W-22,5W,5W-2,2,2,2022-03-21 18:42:07+00:00,2022-03-21 16:42:07+00:00,20220321001,40.595653,-105.1393917,519.9996514,32.80960445
5W-31,5W,5W-3,2,1,2022-03-19 19:17:16+00:00,2022-03-19 17:17:16+00:00,20220319005,40.59568017,-105.1393735,1203.668197,38.30535322
5S-15,5S,5S-1,3,2,2022-03-19 01:13:18+00:00,2022-03-18 22:13:18+00:00,20220318003,40.59591267,-105.1393538,706.9746887,42.71834958
4T-32,4T,4T-3,3,2,2022-03-19 01:13:18+00:00,2022-03-18 22:13:18+00:00,20220318003,40.5958375,-105.1398447,1372.138863,159.0444958
4T-22,4T,4T-2,1.5,1,2022-03-17 20:50:57+00:00,2022-03-17 19:20:57+00:00,20220317001,40.59579867,-105.1398733,2911.319176,159.0886023
4T-31,4T,4T-3,4,2,2022-03-17 17:20:53+00:00,2022-03-17 13:20:53+00:00,20220316009,40.59583017,-105.139824,1000.59494,145.2462532
4S-22,4S,4S-2,5.183333333,5,2022-03-17 11:20:50+00:00,2022-03-17 06:09:50+00:00,20220316007,40.59566267,-105.1402618,154.5422548,3.278594823
5S-15,5S,5S-1,4.183055556,3,2022-03-17 04:09:46+00:00,2022-03-16 23:58:47+00:00,20220316005,40.59591267,-105.1393538,730.7728402,39.68623888
4S-32,4S,4S-3,6,2,2022-03-16 12:10:55+00:00,2022-03-16 06:10:55+00:00,20220315011,40.59564083,-105.1403,157.0162295,4.444869648
5W-26,5W,5W-2,5.5,2,2022-03-16 04:10:54+00:00,2022-03-15 22:40:54+00:00,20220315009,40.5956515,-105.1393952,343.3424312,45.95904891
4T-11,4T,4T-1,2.999722222,1,2022-03-15 20:34:16+00:00,2022-03-15 17:34:17+00:00,20220315004,40.59575067,-105.1398913,1627.282705,172.3230362
5S-14,5S,5S-1,2,2,2022-03-15 16:04:16+00:00,2022-03-15 14:04:16+00:00,20220315001,40.59590333,-105.1393615,707.5900619,43.65655299
4T-32,4T,4T-3,2,2,2022-03-15 16:04:16+00:00,2022-03-15 14:04:16+00:00,20220315001,40.5958375,-105.1398447,898.5256504,155.456104
5W-21,5W,5W-2,8.183333333,5,2022-03-15 09:46:09+00:00,2022-03-15 01:35:09+00:00,20220314009,40.59565283,-105.1394052,368.1931234,40.70631913
4W-31,4W,4W-3,8.183333333,5,2022-03-15 09:46:09+00:00,2022-03-15 01:35:09+00:00,20220314009,40.595948,-105.1403037,138.6788643,3.669241119
4S-22,4S,4S-2,7.183333333,3,2022-03-14 18:35:02+00:00,2022-03-14 11:24:02+00:00,20220314005,40.59566267,-105.1402618,154.4171053,3.000263589
5S-15,5S,5S-1,2.999722222,2,2022-03-14 09:23:56+00:00,2022-03-14 06:23:57+00:00,20220314003,40.59591267,-105.1393538,758.4244136,39.40784848
5W-13,5W,5W-1,2.183333333,5,2022-03-14 04:23:55+00:00,2022-03-14 02:12:55+00:00,20220314001,40.59561533,-105.1394182,267.1571401,30.20831454
5W-26,5W,5W-2,3.183333333,3,2022-03-13 19:17:37+00:00,2022-03-13 16:06:37+00:00,20220312011,40.5956515,-105.1393952,826.8880904,52.12972685
5S-14,5S,5S-1,3,2,2022-03-13 14:06:35+00:00,2022-03-13 11:06:35+00:00,20220312009,40.59590333,-105.1393615,711.4993955,33.91166853
5S-15,5S,5S-1,6.999722222,2,2022-03-13 09:06:32+00:00,2022-03-13 02:06:33+00:00,20220312007,40.59591267,-105.1393538,495.8456873,34.56709272
5S-21,5S,5S-2,3.999722222,2,2022-03-13 00:06:29+00:00,2022-03-12 20:06:30+00:00,20220312005,40.59593583,-105.1393965,526.8569943,31.62919329
5W-26,5W,5W-2,4.000277778,2,2022-03-12 18:06:27+00:00,2022-03-12 14:06:26+00:00,20220312003,40.5956515,-105.1393952,601.2444734,55.44955554
4T-31,4T,4T-3,4.000277778,2,2022-03-12 18:06:27+00:00,2022-03-12 14:06:26+00:00,20220312003,40.59583017,-105.139824,828.6280877,150.5314816
5W-21,5W,5W-2,4.999722222,2,2022-03-12 12:06:22+00:00,2022-03-12 07:06:23+00:00,20220312001,40.59565283,-105.1394052,430.3404208,39.50593734
5W-21,5W,5W-2,8.183333333,5,2022-03-12 05:06:20+00:00,2022-03-11 20:55:20+00:00,20220311008,40.59565283,-105.1394052,365.8241295,29.12630769
5W-26,5W,5W-2,2,1,2022-03-11 04:35:56+00:00,2022-03-11 02:35:56+00:00,20220310005,40.5956515,-105.1393952,981.6703872,34.08506047
4S-23,4S,4S-2,3.999722222,1,2022-03-11 00:35:52+00:00,2022-03-10 20:35:53+00:00,20220310003,40.59563067,-105.1402638,139.44645,34.09303404
4T-12,4T,4T-1,0.999722222,1,2022-03-10 18:35:48+00:00,2022-03-10 17:35:49+00:00,20220310001,40.595764,-105.1399033,2254.214867,153.2896765
4T-32,4T,4T-3,1.500277778,1,2022-03-10 15:35:46+00:00,2022-03-10 14:05:45+00:00,20220309026,40.5958375,-105.1398447,1682.394227,182.2659634
4W-43,4W,4W-4,2.999722222,1,2022-03-10 08:05:38+00:00,2022-03-10 05:05:39+00:00,20220309020,40.59594067,-105.1403488,173.2215315,7.309146325
5S-21,5S,5S-2,1,1,2022-03-10 03:05:37+00:00,2022-03-10 02:05:37+00:00,20220309018,40.59593583,-105.1393965,489.7454246,29.42157792
5W-22,5W,5W-2,2,1,2022-03-09 20:35:35+00:00,2022-03-09 18:35:35+00:00,20220309014,40.595653,-105.1393917,875.9218923,42.36404929
5W-32,5W,5W-3,1.933055556,3,2022-03-08 06:57:21+00:00,2022-03-08 05:01:22+00:00,20220308003,40.59567883,-105.1393703,1089.575923,57.55467049
4W-22,4W,4W-2,2,1,2022-03-07 11:17:58+00:00,2022-03-07 09:17:58+00:00,20220307004,40.59595283,-105.1402622,1465.791778,41.28652622
5S-34,5S,5S-3,3,1,2022-03-07 07:17:54+00:00,2022-03-07 04:17:54+00:00,20220307002,40.5959345,-105.1394178,176.7390975,36.23631297
4T-31,4T,4T-3,2.000277778,1,2022-03-06 21:45:15+00:00,2022-03-06 19:45:14+00:00,20220306009,40.59583017,-105.139824,1469.333196,73.45664345
4T-32,4T,4T-3,2.500277778,1,2022-03-06 17:45:10+00:00,2022-03-06 15:15:09+00:00,20220306007,40.5958375,-105.1398447,1293.171597,73.61572809
4S-21,4S,4S-2,2.183333333,3,2022-03-06 13:15:07+00:00,2022-03-06 11:04:07+00:00,20220306005,40.59566467,-105.1402658,1089.419925,58.38500299
4W-26,4W,4W-2,1.5,1,2022-03-06 04:34:00+00:00,2022-03-06 03:04:00+00:00,20220306001,40.59592967,-105.1402628,811.2401888,33.15316167
5W-34,5W,5W-3,2.249722222,1,2022-03-05 15:23:22+00:00,2022-03-05 13:08:23+00:00,20220305003,40.59568717,-105.1393902,1324.227482,75.95649543
4T-32,4T,4T-3,1.5,1,2022-03-05 02:08:15+00:00,2022-03-05 00:38:15+00:00,20220304005,40.5958375,-105.1398447,2102.903217,113.1680298
4W-11,4W,4W-1,2,1,2022-03-04 22:38:11+00:00,2022-03-04 20:38:11+00:00,20220304003,40.59594667,-105.1402195,1762.170166,46.36852507
5W-32,5W,5W-3,1.25,2,2022-03-04 14:53:03+00:00,2022-03-04 13:38:03+00:00,20220303011,40.59567883,-105.1393703,1924.95665,67.29663203
4W-32,4W,4W-3,1.25,2,2022-03-04 14:53:03+00:00,2022-03-04 13:38:03+00:00,20220303011,40.595947,-105.140307,1429.945001,36.04109707
5W-32,5W,5W-3,2,2,2022-03-03 02:26:37+00:00,2022-03-03 00:26:37+00:00,20220302014,40.59567883,-105.1393703,1823.423077,156.715139
4T-12,4T,4T-1,1.5,1,2022-03-02 22:49:54+00:00,2022-03-02 21:19:54+00:00,20220302009,40.595764,-105.1399033,3816.612077,84.37512222
4T-22,4T,4T-2,1.500277778,1,2022-03-02 19:19:54+00:00,2022-03-02 17:49:53+00:00,20220302007,40.59579867,-105.1398733,2791.728077,115.7620832
4S-42,4S,4S-4,2.183055556,3,2022-03-02 02:32:49+00:00,2022-03-02 00:21:50+00:00,20220301013,40.59566533,-105.1403468,1330.697013,57.77334609
4T-11,4T,4T-1,1.500277778,1,2022-03-01 18:51:43+00:00,2022-03-01 17:21:42+00:00,20220301009,40.59575067,-105.1398913,3161.141194,76.44866274
4S-32,4S,4S-3,2.500277778,2,2022-02-28 22:59:27+00:00,2022-02-28 20:29:26+00:00,20220228007,40.59564083,-105.1403,490.2150311,30.8056136
4S-23,4S,4S-2,2.500277778,1,2022-02-28 18:29:24+00:00,2022-02-28 15:59:23+00:00,20220228005,40.59563067,-105.1402638,1243.806137,51.46703885
4T-12,4T,4T-1,3,1,2022-02-28 13:59:18+00:00,2022-02-28 10:59:18+00:00,20220228003,40.595764,-105.1399033,864.3734153,31.87279458
4S-23,4S,4S-2,2.999722222,1,2022-02-28 08:59:13+00:00,2022-02-28 05:59:14+00:00,20220228001,40.59563067,-105.1402638,1220.278663,68.78438919
4W-43,4W,4W-4,1.999722222,1,2022-02-27 23:28:47+00:00,2022-02-27 21:28:48+00:00,20220226022,40.59594067,-105.1403488,971.3932944,44.59108831
4T-12,4T,4T-1,3.183055556,3,2022-02-27 15:28:37+00:00,2022-02-27 12:17:38+00:00,20220226018,40.595764,-105.1399033,907.9762806,76.44456111
4W-12,4W,4W-1,2.183055556,3,2022-02-27 10:17:33+00:00,2022-02-27 08:06:34+00:00,20220226016,40.59593383,-105.1402173,560.6888523,27.75039168
5S-27,5S,5S-2,1.499722222,1,2022-02-27 06:06:31+00:00,2022-02-27 04:36:32+00:00,20220226014,40.59592467,-105.1393833,843.6203738,34.04981017
5W-32,5W,5W-3,2,1,2022-02-27 02:36:30+00:00,2022-02-27 00:36:30+00:00,20220226012,40.59567883,-105.1393703,887.0125231,37.89936665
4S-31,4S,4S-3,2.683611111,3,2022-02-26 13:55:22+00:00,2022-02-26 11:14:21+00:00,20220226006,40.59564767,-105.1403063,715.2058393,30.55534429
4S-32,4S,4S-3,2,2,2022-02-26 09:14:19+00:00,2022-02-26 07:14:19+00:00,20220226004,40.59564083,-105.1403,750.7700403,34.82984042
4S-31,4S,4S-3,1.683333333,3,2022-02-25 13:41:56+00:00,2022-02-25 12:00:56+00:00,20220225003,40.59564767,-105.1403063,1500.388661,87.50655558
4W-12,4W,4W-1,2.5,2,2022-02-24 19:30:02+00:00,2022-02-24 17:00:02+00:00,20220224005,40.59593383,-105.1402173,799.5424434,32.20300661
5S-15,5S,5S-1,2,2,2022-02-24 14:30:00+00:00,2022-02-24 12:30:00+00:00,20220224003,40.59591267,-105.1393538,928.2007286,50.09443833
4T-31,4T,4T-3,2,2,2022-02-24 14:30:00+00:00,2022-02-24 12:30:00+00:00,20220224003,40.59583017,-105.139824,1842.105677,50.24375403
5W-31,5W,5W-3,3,2,2022-02-24 09:59:58+00:00,2022-02-24 06:59:58+00:00,20220224001,40.59568017,-105.1393735,920.3889155,47.34481285
4S-23,4S,4S-2,3,2,2022-02-24 09:59:58+00:00,2022-02-24 06:59:58+00:00,20220224001,40.59563067,-105.1402638,925.1706084,58.98968727
5S-14,5S,5S-1,2.500277778,2,2022-02-24 04:59:56+00:00,2022-02-24 02:29:55+00:00,20220223008,40.59590333,-105.1393615,1412.337265,47.56781465
4S-22,4S,4S-2,2.500277778,2,2022-02-24 04:59:56+00:00,2022-02-24 02:29:55+00:00,20220223008,40.59566267,-105.1402618,786.1909802,39.65078713
4W-27,4W,4W-2,2.5,1,2022-02-23 01:03:32+00:00,2022-02-22 22:33:32+00:00,20220222003,40.59593483,-105.1402633,1889.37248,60.81101491
4T-22,4T,4T-2,2,1,2022-02-22 20:33:29+00:00,2022-02-22 18:33:29+00:00,20220222001,40.59579867,-105.1398733,1885.318583,40.31746776
5S-26,5S,5S-2,3.183611111,4,2022-02-21 05:53:30+00:00,2022-02-21 02:42:29+00:00,20220220007,40.59592267,-105.139389,587.4042136,44.36461244
4W-26,4W,4W-2,2.783333333,4,2022-02-20 17:31:21+00:00,2022-02-20 14:44:21+00:00,20220220003,40.59592967,-105.1402628,639.0896427,43.8178867
4T-31,4T,4T-3,2.783333333,4,2022-02-20 17:31:21+00:00,2022-02-20 14:44:21+00:00,20220220003,40.59583017,-105.139824,947.3818062,69.02931624
5S-36,5S,5S-3,2.283333333,5,2022-02-20 11:44:18+00:00,2022-02-20 09:27:18+00:00,20220220001,40.59593683,-105.1394157,610.3438327,29.45322975
4T-11,4T,4T-1,2.283333333,5,2022-02-20 11:44:18+00:00,2022-02-20 09:27:18+00:00,20220220001,40.59575067,-105.1398913,1007.788041,48.25714885
5S-35,5S,5S-3,2.183333333,5,2022-02-20 05:27:14+00:00,2022-02-20 03:16:14+00:00,20220219005,40.59593867,-105.1394113,610.3857593,27.84335953
5S-34,5S,5S-3,2.183611111,5,2022-02-19 23:16:11+00:00,2022-02-19 21:05:10+00:00,20220219003,40.5959345,-105.1394178,638.0099385,58.40668629
5W-110,5W,5W-1,3,2,2022-02-19 17:05:06+00:00,2022-02-19 14:05:06+00:00,20220219001,40.59562167,-105.139431,578.9663597,38.74689948
5S-34,5S,5S-3,3,2,2022-02-19 11:05:02+00:00,2022-02-19 08:05:02+00:00,20220218015,40.5959345,-105.1394178,711.0253062,36.22162667
5S-35,5S,5S-3,2.183333333,5,2022-02-18 23:23:58+00:00,2022-02-18 21:12:58+00:00,20220218011,40.59593867,-105.1394113,580.8962943,40.47557874
5S-32,5S,5S-3,2.183333333,4,2022-02-18 02:01:46+00:00,2022-02-17 23:50:46+00:00,20220217007,40.595943,-105.1394298,950.6005481,41.02968674
4S-41,4S,4S-4,2.183333333,4,2022-02-18 02:01:46+00:00,2022-02-17 23:50:46+00:00,20220217007,40.595668,-105.1403495,897.1700165,32.39866927
5S-23,5S,5S-2,1.683333333,4,2022-02-17 20:50:45+00:00,2022-02-17 19:09:45+00:00,20220217005,40.59592817,-105.1394038,955.2100672,55.11259662
4S-42,4S,4S-4,1.683333333,4,2022-02-17 20:50:45+00:00,2022-02-17 19:09:45+00:00,20220217005,40.59566533,-105.1403468,704.7774351,55.2281696
5S-36,5S,5S-3,4.183333333,5,2022-02-17 15:09:41+00:00,2022-02-17 10:58:41+00:00,20220217003,40.59593683,-105.1394157,463.185897,28.40461075
4S-41,4S,4S-4,3.000277778,2,2022-02-17 06:58:38+00:00,2022-02-17 03:58:37+00:00,20220217001,40.595668,-105.1403495,559.6157965,29.94888527
5S-34,5S,5S-3,2.183333333,5,2022-02-16 19:28:32+00:00,2022-02-16 17:17:32+00:00,20220216006,40.5959345,-105.1394178,703.1979852,49.89977386
4W-51,4W,4W-5,2.183333333,5,2022-02-16 19:28:32+00:00,2022-02-16 17:17:32+00:00,20220216006,40.59594817,-105.1403913,843.6066943,31.432144
5W-11,5W,5W-1,4.183055556,5,2022-02-16 06:36:25+00:00,2022-02-16 02:25:26+00:00,20220216002,40.59561783,-105.1394243,484.2944137,28.84475955
4S-42,4S,4S-4,1.901111111,5,2022-02-15 19:31:52+00:00,2022-02-15 17:37:48+00:00,20220215009,40.59566533,-105.1403468,497.1705844,32.09502968
4W-32,4W,4W-3,5.183333333,4,2022-02-15 09:37:52+00:00,2022-02-15 04:26:52+00:00,20220215001,40.595947,-105.140307,7.5780631,26.79585192
5S-36,5S,5S-3,2.783333333,5,2022-02-15 01:26:50+00:00,2022-02-14 22:39:50+00:00,20220214003,40.59593683,-105.1394157,566.75161,46.24789321
4W-32,4W,4W-3,2.783333333,5,2022-02-15 01:26:50+00:00,2022-02-14 22:39:50+00:00,20220214003,40.595947,-105.140307,832.4442274,32.72219775
4W-32,4W,4W-3,2,3,2022-02-11 18:27:29+00:00,2022-02-11 16:27:29+00:00,20220211004,40.595947,-105.140307,269.550857,4.706512156
4T-11,4T,4T-1,2,3,2022-02-11 18:27:29+00:00,2022-02-11 16:27:29+00:00,20220211004,40.59575067,-105.1398913,1286.809213,167.9947876
4S-44,4S,4S-4,1.996388889,4,2022-02-10 18:20:25+00:00,2022-02-10 16:20:38+00:00,20220210006,40.59564683,-105.1403532,195.8140393,3.212999962
5W-21,5W,5W-2,2.184444444,4,2022-02-10 05:11:54+00:00,2022-02-10 03:00:50+00:00,20220209005,40.59565283,-105.1394052,296.7961463,27.18317233
4S-23,4S,4S-2,2.184444444,3,2022-02-10 00:30:38+00:00,2022-02-09 22:19:34+00:00,20220209003,40.59563067,-105.1402638,116.974088,3.029763772
4T-22,4T,4T-2,2.000277778,3,2022-02-09 19:19:24+00:00,2022-02-09 17:19:23+00:00,20220209001,40.59579867,-105.1398733,1229.791557,139.2397404
4S-22,4S,4S-2,2.684444444,3,2022-02-09 03:08:00+00:00,2022-02-09 00:26:56+00:00,20220208007,40.59566267,-105.1402618,128.7437035,2.749597558
5S-14,5S,5S-1,2.500555556,2,2022-02-08 22:26:46+00:00,2022-02-08 19:56:44+00:00,20220208005,40.59590333,-105.1393615,358.8082448,33.98806665
4W-54,4W,4W-5,3.184166667,4,2022-02-08 05:08:01+00:00,2022-02-08 01:56:58+00:00,20220208001,40.59593983,-105.1403915,191.5238393,7.372710068
4S-33,4S,4S-3,1.500555556,2,2022-02-07 19:26:41+00:00,2022-02-07 17:56:39+00:00,20220207001,40.595665,-105.1403025,115.1188205,4.002107088
5W-11,5W,5W-1,3.000555556,2,2022-02-07 00:07:37+00:00,2022-02-06 21:07:35+00:00,20220206003,40.59561783,-105.1394243,182.1118012,8.709297607
5W-11,5W,5W-1,2.000277778,2,2022-02-05 04:15:09+00:00,2022-02-05 02:15:08+00:00,20220204007,40.59561783,-105.1394243,182.370685,8.720148091
4S-23,4S,4S-2,3.184166667,3,2022-02-04 19:20:19+00:00,2022-02-04 16:09:16+00:00,20220204002,40.59563067,-105.1402638,781.8283154,49.10173417
5S-21,5S,5S-2,3.000277778,2,2022-02-02 18:59:47+00:00,2022-02-02 15:59:46+00:00,20220202001,40.59593583,-105.1393965,245.8030917,14.31154735
4S-22,4S,4S-2,3.000277778,2,2022-02-02 18:59:47+00:00,2022-02-02 15:59:46+00:00,20220202001,40.59566267,-105.1402618,186.6312964,25.46293713
