tc_EPID,tc_EquipmentGroupID,tc_EquipmentUnitID,tc_ExpDurationHrs,tc_ExpEPCount,tc_ExpEndDatetime,tc_ExpStartDatetime,tc_ExperimentID,tc_Latitude,tc_Longitude,tc_C1MassFlow,tc_C1MassFlowUncertainty
5W-23,5W,5W-2,7.183055556,4,2022-03-26 22:17:29+00:00,2022-03-26 15:06:30+00:00,20220325013,40.5956435,-105.1393938,47.49918657,2.637520705
5S-35,5S,5S-3,3.183611111,4,2022-03-26 01:55:18+00:00,2022-03-25 22:44:17+00:00,20220325009,40.59593867,-105.1394113,123.0336456,2.841825658
5W-110,5W,5W-1,3,2,2022-03-25 19:16:50+00:00,2022-03-25 16:16:50+00:00,20220325006,40.59562167,-105.139431,721.0284189,31.22460573
5S-23,5S,5S-2,5.183611111,4,2022-03-25 06:46:39+00:00,2022-03-25 01:35:38+00:00,20220324004,40.59592817,-105.1394038,351.2587037,38.85603197
5S-34,5S,5S-3,3.683333333,3,2022-03-24 21:22:03+00:00,2022-03-24 17:41:03+00:00,20220324001,40.5959345,-105.1394178,565.1500018,59.44246255
4T-31,4T,4T-3,4,2,2022-03-24 15:40:59+00:00,2022-03-24 11:40:59+00:00,20220323009,40.59583017,-105.139824,1309.217793,154.9714463
5W-110,5W,5W-1,4,2,2022-03-24 15:40:59+00:00,2022-03-24 11:40:59+00:00,20220323009,40.59562167,-105.139431,830.2902463,65.18952072
4T-32,4T,4T-3,2.999722222,2,2022-03-24 09:40:55+00:00,2022-03-24 06:40:56+00:00,20220323007,40.5958375,-105.1398447,2210.427248,193.6964636
5S-23,5S,5S-2,2.999722222,2,2022-03-24 09:40:55+00:00,2022-03-24 06:40:56+00:00,20220323007,40.59592817,-105.1394038,840.9018594,33.92897523
4W-26,4W,4W-2,4.683333333,5,2022-03-24 04:40:51+00:00,2022-03-23 23:59:51+00:00,20220323005,40.59592967,-105.1402628,155.7922778,3.478039299
4S-14,4S,4S-1,4.683333333,5,2022-03-24 04:40:51+00:00,2022-03-23 23:59:51+00:00,20220323005,40.595651,-105.1402282,60.08331674,3.617196732
5S-34,5S,5S-3,3.183333333,3,2022-03-23 21:59:46+00:00,2022-03-23 18:48:46+00:00,20220323003,40.5959345,-105.1394178,898.5296285,56.34706329
5W-11,5W,5W-1,5.183611111,5,2022-03-23 07:07:33+00:00,2022-03-23 01:56:32+00:00,20220322004,40.59561783,-105.1394243,261.6654531,29.5377776
4W-54,4W,4W-5,5.183611111,5,2022-03-23 07:07:33+00:00,2022-03-23 01:56:32+00:00,20220322004,40.59593983,-105.1403915,68.03759033,3.154994063
5S-34,5S,5S-3,4.183333333,4,2022-03-22 23:56:29+00:00,2022-03-22 19:45:29+00:00,20220322002,40.5959345,-105.1394178,512.3931532,28.52465832
4W-22,4W,4W-2,4.183333333,4,2022-03-22 23:56:29+00:00,2022-03-22 19:45:29+00:00,20220322002,40.59595283,-105.1402622,152.9609109,4.339536022
4W-47,4W,4W-4,8.183333333,5,2022-03-22 15:53:13+00:00,2022-03-22 07:42:13+00:00,20220321009,40.59595267,-105.1403517,64.69721328,3.519632333
4T-31,4T,4T-3,2,2,2022-03-21 18:42:07+00:00,2022-03-21 16:42:07+00:00,20220321001,40.59583017,-105.139824,1003.55541,144.025217
5S-21,5S,5S-2,6.499722222,2,2022-03-20 22:33:37+00:00,2022-03-20 16:03:38+00:00,20220320005,40.59593583,-105.1393965,485.625306,44.56595752
4S-44,4S,4S-4,6.499722222,2,2022-03-20 22:33:37+00:00,2022-03-20 16:03:38+00:00,20220320005,40.59564683,-105.1403532,60.65793298,3.774202504
5S-15,5S,5S-1,6,2,2022-03-20 14:03:34+00:00,2022-03-20 08:03:34+00:00,20220320003,40.59591267,-105.1393538,507.8439929,36.68099214
4S-32,4S,4S-3,6,2,2022-03-20 14:03:34+00:00,2022-03-20 08:03:34+00:00,20220320003,40.59564083,-105.1403,146.4007465,22.42973394
5W-21,5W,5W-2,2.5,2,2022-03-20 06:03:31+00:00,2022-03-20 03:33:31+00:00,20220320001,40.59565283,-105.1394052,420.7104101,35.74151014
4W-31,4W,4W-3,2.5,2,2022-03-20 06:03:31+00:00,2022-03-20 03:33:31+00:00,20220320001,40.595948,-105.1403037,201.6691831,4.610327832
5S-14,5S,5S-1,3.183333333,3,2022-03-19 15:17:12+00:00,2022-03-19 12:06:12+00:00,20220319003,40.59590333,-105.1393615,726.2728027,48.40937447
5W-22,5W,5W-2,3.183333333,3,2022-03-19 15:17:12+00:00,2022-03-19 12:06:12+00:00,20220319003,40.595653,-105.1393917,634.5504889,31.31845172
5W-26,5W,5W-2,2.999722222,2,2022-03-19 10:06:09+00:00,2022-03-19 07:06:10+00:00,20220319001,40.5956515,-105.1393952,392.4008799,30.28127611
4W-15,4W,4W-1,2.999722222,2,2022-03-19 10:06:09+00:00,2022-03-19 07:06:10+00:00,20220319001,40.59594217,-105.1402197,154.7366788,3.611706745
5W-26,5W,5W-2,3.183333333,3,2022-03-18 17:13:09+00:00,2022-03-18 14:02:09+00:00,20220317007,40.5956515,-105.1393952,856.8236734,34.8315122
5S-15,5S,5S-1,3.183333333,3,2022-03-18 17:13:09+00:00,2022-03-18 14:02:09+00:00,20220317007,40.59591267,-105.1393538,740.0150621,29.50397302
5S-21,5S,5S-2,6.183333333,5,2022-03-18 12:02:04+00:00,2022-03-18 05:51:04+00:00,20220317005,40.59593583,-105.1393965,395.3287125,43.08276583
5W-13,5W,5W-1,6.183333333,5,2022-03-18 12:02:04+00:00,2022-03-18 05:51:04+00:00,20220317005,40.59561533,-105.1394182,268.460016,29.4607236
4S-22,4S,4S-2,6.183333333,5,2022-03-18 12:02:04+00:00,2022-03-18 05:51:04+00:00,20220317005,40.59566267,-105.1402618,151.6694683,3.49083692
4W-47,4W,4W-4,6.183333333,5,2022-03-18 12:02:04+00:00,2022-03-18 05:51:04+00:00,20220317005,40.59595267,-105.1403517,70.13607652,3.070247393
5W-22,5W,5W-2,4,2,2022-03-17 17:20:53+00:00,2022-03-17 13:20:53+00:00,20220316009,40.595653,-105.1393917,379.8618194,287.7631632
5W-22,5W,5W-2,3.042222222,3,2022-03-16 18:28:41+00:00,2022-03-16 15:26:09+00:00,20220316001,40.595653,-105.1393917,590.6668611,31.03495968
5S-28,5S,5S-2,8.183333333,5,2022-03-15 09:46:09+00:00,2022-03-15 01:35:09+00:00,20220314009,40.59593183,-105.1393905,239.1372042,33.9865543
4S-44,4S,4S-4,8.183333333,5,2022-03-15 09:46:09+00:00,2022-03-15 01:35:09+00:00,20220314009,40.59564683,-105.1403532,61.74872801,3.382558169
5S-21,5S,5S-2,2.183333333,5,2022-03-14 04:23:55+00:00,2022-03-14 02:12:55+00:00,20220314001,40.59593583,-105.1393965,386.6163678,29.14106771
4S-22,4S,4S-2,2.183333333,5,2022-03-14 04:23:55+00:00,2022-03-14 02:12:55+00:00,20220314001,40.59566267,-105.1402618,147.6726937,3.908368124
4W-47,4W,4W-4,2.183333333,5,2022-03-14 04:23:55+00:00,2022-03-14 02:12:55+00:00,20220314001,40.59595267,-105.1403517,67.93454837,4.222757677
5S-15,5S,5S-1,3.183333333,3,2022-03-13 19:17:37+00:00,2022-03-13 16:06:37+00:00,20220312011,40.59591267,-105.1393538,695.7705472,69.34174119
5S-27,5S,5S-2,1.999722222,1,2022-03-11 13:36:04+00:00,2022-03-11 11:36:05+00:00,20220311003,40.59592467,-105.1393833,1300.193277,39.29883731
4W-15,4W,4W-1,3,1,2022-03-11 09:35:59+00:00,2022-03-11 06:35:59+00:00,20220311001,40.59594217,-105.1402197,127.381898,10.83418318
5W-21,5W,5W-2,2,1,2022-03-10 12:05:42+00:00,2022-03-10 10:05:42+00:00,20220309023,40.59565283,-105.1394052,574.4416641,35.32600176
4T-32,4T,4T-3,1.5,1,2022-03-08 03:01:19+00:00,2022-03-08 01:31:19+00:00,20220308001,40.5958375,-105.1398447,2213.646022,111.6660355
5S-35,5S,5S-3,2.999722222,1,2022-03-06 09:04:03+00:00,2022-03-06 06:04:04+00:00,20220306003,40.59593867,-105.1394113,93.37988004,3.288512574
5W-32,5W,5W-3,2.500277778,1,2022-03-06 00:04:30+00:00,2022-03-05 21:34:29+00:00,20220305007,40.59567883,-105.1393703,1043.677888,63.15611636
5S-36,5S,5S-3,2.5,1,2022-03-05 06:38:18+00:00,2022-03-05 04:08:18+00:00,20220304007,40.59593683,-105.1394157,91.27521235,3.755517833
4W-11,4W,4W-1,2.5,1,2022-03-04 03:07:51+00:00,2022-03-04 00:37:51+00:00,20220303005,40.59594667,-105.1402195,1806.225154,76.95296553
4W-51,4W,4W-5,2,1,2022-03-03 11:56:40+00:00,2022-03-03 09:56:40+00:00,20220302018,40.59594817,-105.1403913,2089.266867,38.93558463
5S-34,5S,5S-3,3.499722222,1,2022-03-03 07:56:38+00:00,2022-03-03 04:26:39+00:00,20220302016,40.5959345,-105.1394178,150.7787574,33.83224315
4T-32,4T,4T-3,0.75,2,2022-03-02 15:49:52+00:00,2022-03-02 15:04:52+00:00,20220302005,40.5958375,-105.1398447,3850.356738,127.3323618
4W-22,4W,4W-2,0.75,2,2022-03-02 15:49:52+00:00,2022-03-02 15:04:52+00:00,20220302005,40.59595283,-105.1402622,1382.859003,38.09934692
4T-32,4T,4T-3,1.5,1,2022-03-02 11:02:56+00:00,2022-03-02 09:32:56+00:00,20220302003,40.5958375,-105.1398447,2168.069851,87.75339456
4T-31,4T,4T-3,2.183055556,3,2022-03-02 02:32:49+00:00,2022-03-02 00:21:50+00:00,20220301013,40.59583017,-105.139824,1907.330276,82.56892816
4W-22,4W,4W-2,2.683333333,3,2022-03-01 15:21:39+00:00,2022-03-01 12:40:39+00:00,20220301007,40.59595283,-105.1402622,1241.175688,38.01785531
4W-26,4W,4W-2,2.683333333,3,2022-03-01 15:21:39+00:00,2022-03-01 12:40:39+00:00,20220301007,40.59592967,-105.1402628,789.5375121,29.80859639
4S-41,4S,4S-4,2.183333333,3,2022-03-01 03:10:28+00:00,2022-03-01 00:59:28+00:00,20220301001,40.595668,-105.1403495,1385.180678,96.81685489
5W-18,5W,5W-1,2.183333333,3,2022-03-01 03:10:28+00:00,2022-03-01 00:59:28+00:00,20220301001,40.595623,-105.1394388,1377.165172,57.61377362
5S-14,5S,5S-1,2.500277778,2,2022-02-28 22:59:27+00:00,2022-02-28 20:29:26+00:00,20220228007,40.59590333,-105.1393615,577.0026048,30.83563408
4S-32,4S,4S-3,2.499722222,2,2022-02-25 18:24:11+00:00,2022-02-25 15:54:12+00:00,20220225005,40.59564083,-105.1403,764.4896397,96.58034259
4W-43,4W,4W-4,1.999722222,2,2022-02-25 09:30:51+00:00,2022-02-25 07:30:52+00:00,20220225001,40.59594067,-105.1403488,991.6090499,52.51199468
5S-27,5S,5S-2,1.999722222,2,2022-02-25 09:30:51+00:00,2022-02-25 07:30:52+00:00,20220225001,40.59592467,-105.1393833,954.8819917,39.8510312
4W-43,4W,4W-4,2.499722222,1,2022-02-23 05:33:35+00:00,2022-02-23 03:03:36+00:00,20220223001,40.59594067,-105.1403488,1990.642431,133.4339418
4S-43,4S,4S-4,3,1,2022-02-22 05:03:21+00:00,2022-02-22 02:03:21+00:00,20220221006,40.59564283,-105.1403473,1489.854778,57.12981244
4S-23,4S,4S-2,1.5,1,2022-02-22 00:03:19+00:00,2022-02-21 22:33:19+00:00,20220221004,40.59563067,-105.1402638,2103.125786,68.27587276
5S-15,5S,5S-1,2.000277778,2,2022-02-21 20:33:19+00:00,2022-02-21 18:33:18+00:00,20220221002,40.59591267,-105.1393538,791.1626756,54.38409455
5W-34,5W,5W-3,3.183611111,4,2022-02-21 05:53:30+00:00,2022-02-21 02:42:29+00:00,20220220007,40.59568717,-105.1393902,34.36944905,29.27449728
4S-41,4S,4S-4,2.183333333,4,2022-02-20 23:42:25+00:00,2022-02-20 21:31:25+00:00,20220220005,40.595668,-105.1403495,803.5541187,66.03554542
4S-14,4S,4S-1,2.783333333,4,2022-02-20 17:31:21+00:00,2022-02-20 14:44:21+00:00,20220220003,40.595651,-105.1402282,638.182047,29.00888764
4W-32,4W,4W-3,2.283333333,5,2022-02-20 11:44:18+00:00,2022-02-20 09:27:18+00:00,20220220001,40.595947,-105.140307,846.452661,31.09627545
4S-14,4S,4S-1,2.283333333,5,2022-02-20 11:44:18+00:00,2022-02-20 09:27:18+00:00,20220220001,40.595651,-105.1402282,616.5611123,28.66320148
5W-18,5W,5W-1,2.183333333,5,2022-02-20 05:27:14+00:00,2022-02-20 03:16:14+00:00,20220219005,40.595623,-105.1394388,679.5345504,33.99505343
4S-12,4S,4S-1,2.183333333,5,2022-02-20 05:27:14+00:00,2022-02-20 03:16:14+00:00,20220219005,40.59561917,-105.1402258,615.2003479,29.00948907
4W-51,4W,4W-5,2.183611111,5,2022-02-19 23:16:11+00:00,2022-02-19 21:05:10+00:00,20220219003,40.59594817,-105.1403913,760.6837346,30.70682104
5W-110,5W,5W-1,2.183611111,5,2022-02-19 23:16:11+00:00,2022-02-19 21:05:10+00:00,20220219003,40.59562167,-105.139431,645.8121045,28.22127588
5W-34,5W,5W-3,2.183055556,3,2022-02-19 04:35:00+00:00,2022-02-19 02:24:01+00:00,20220218013,40.59568717,-105.1393902,43.95216773,29.50243486
5W-18,5W,5W-1,2.183333333,5,2022-02-18 23:23:58+00:00,2022-02-18 21:12:58+00:00,20220218011,40.595623,-105.1394388,667.0782773,30.29133095
4S-12,4S,4S-1,2.183333333,5,2022-02-18 23:23:58+00:00,2022-02-18 21:12:58+00:00,20220218011,40.59561917,-105.1402258,568.9944988,28.55940408
4T-22,4T,4T-2,1.683611111,4,2022-02-18 16:16:54+00:00,2022-02-18 14:35:53+00:00,20220218006,40.59579867,-105.1398733,1562.788677,261.081119
4W-51,4W,4W-5,1.683611111,4,2022-02-18 16:16:54+00:00,2022-02-18 14:35:53+00:00,20220218006,40.59594817,-105.1403913,1012.879252,75.79744651
5S-32,5S,5S-3,1.683611111,4,2022-02-18 16:16:54+00:00,2022-02-18 14:35:53+00:00,20220218006,40.595943,-105.1394298,936.1122448,39.86837353
4T-31,4T,4T-3,2.783333333,4,2022-02-18 12:31:12+00:00,2022-02-18 09:44:12+00:00,20220218004,40.59583017,-105.139824,1012.312799,168.9041812
4S-14,4S,4S-1,2.783333333,4,2022-02-18 12:31:12+00:00,2022-02-18 09:44:12+00:00,20220218004,40.595651,-105.1402282,693.9556939,30.5901853
4W-26,4W,4W-2,2.783333333,4,2022-02-18 12:31:12+00:00,2022-02-18 09:44:12+00:00,20220218004,40.59592967,-105.1402628,689.5217321,28.9012882
5S-26,5S,5S-2,2.683333333,4,2022-02-18 07:44:09+00:00,2022-02-18 05:03:09+00:00,20220218002,40.59592267,-105.139389,636.3146841,28.64537881
4W-11,4W,4W-1,2.183333333,4,2022-02-18 02:01:46+00:00,2022-02-17 23:50:46+00:00,20220217007,40.59594667,-105.1402195,1009.243965,53.4199856
4T-12,4T,4T-1,1.683333333,4,2022-02-17 20:50:45+00:00,2022-02-17 19:09:45+00:00,20220217005,40.595764,-105.1399033,1484.574383,120.2457392
4W-54,4W,4W-5,4.183333333,5,2022-02-17 15:09:41+00:00,2022-02-17 10:58:41+00:00,20220217003,40.59593983,-105.1403915,532.5589095,28.03797181
5W-23,5W,5W-2,4.183333333,5,2022-02-17 15:09:41+00:00,2022-02-17 10:58:41+00:00,20220217003,40.5956435,-105.1393938,466.3466558,28.21535124
4T-31,4T,4T-3,2.183333333,5,2022-02-16 19:28:32+00:00,2022-02-16 17:17:32+00:00,20220216006,40.59583017,-105.139824,876.179766,33.13792479
5W-110,5W,5W-1,2.183333333,5,2022-02-16 19:28:32+00:00,2022-02-16 17:17:32+00:00,20220216006,40.59562167,-105.139431,710.1756357,28.27391651
5W-23,5W,5W-2,4.183333333,4,2022-02-16 13:17:28+00:00,2022-02-16 09:06:28+00:00,20220216004,40.5956435,-105.1393938,461.8685435,39.19894916
4S-41,4S,4S-4,4.183055556,5,2022-02-16 06:36:25+00:00,2022-02-16 02:25:26+00:00,20220216002,40.595668,-105.1403495,6.741138031,26.78538619
4W-26,4W,4W-2,4.183055556,5,2022-02-16 06:36:25+00:00,2022-02-16 02:25:26+00:00,20220216002,40.59592967,-105.1402628,6.733420792,26.7944184
4W-54,4W,4W-5,1.901111111,5,2022-02-15 19:31:52+00:00,2022-02-15 17:37:48+00:00,20220215009,40.59593983,-105.1403915,475.8698789,29.6122885
5W-23,5W,5W-2,1.901111111,5,2022-02-15 19:31:52+00:00,2022-02-15 17:37:48+00:00,20220215009,40.5956435,-105.1393938,350.8205966,30.91856409
5S-36,5S,5S-3,1.901111111,5,2022-02-15 19:31:52+00:00,2022-02-15 17:37:48+00:00,20220215009,40.59593683,-105.1394157,320.5728947,29.56859163
5S-23,5S,5S-2,5.183333333,4,2022-02-15 09:37:52+00:00,2022-02-15 04:26:52+00:00,20220215001,40.59592817,-105.1394038,364.4758366,29.50458571
4T-11,4T,4T-1,2.783333333,5,2022-02-15 01:26:50+00:00,2022-02-14 22:39:50+00:00,20220214003,40.59575067,-105.1398913,981.7142306,61.98103793
4S-14,4S,4S-1,2.783333333,5,2022-02-15 01:26:50+00:00,2022-02-14 22:39:50+00:00,20220214003,40.595651,-105.1402282,594.1735756,28.52896708
5W-110,5W,5W-1,1.183333333,4,2022-02-14 20:39:49+00:00,2022-02-14 19:28:49+00:00,20220214001,40.59562167,-105.139431,1055.145521,49.66194183
5W-13,5W,5W-1,2,3,2022-02-11 18:27:29+00:00,2022-02-11 16:27:29+00:00,20220211004,40.59561533,-105.1394182,349.6520174,39.62033314
4T-32,4T,4T-3,1.996388889,4,2022-02-10 18:20:25+00:00,2022-02-10 16:20:38+00:00,20220210006,40.5958375,-105.1398447,1443.133908,186.695169
4W-31,4W,4W-3,1.996388889,4,2022-02-10 18:20:25+00:00,2022-02-10 16:20:38+00:00,20220210006,40.595948,-105.1403037,41.5573258,2.695578823
4W-31,4W,4W-3,2.184444444,4,2022-02-10 05:11:54+00:00,2022-02-10 03:00:50+00:00,20220209005,40.595948,-105.1403037,204.9270458,7.832011958
4S-32,4S,4S-3,2.184444444,3,2022-02-10 00:30:38+00:00,2022-02-09 22:19:34+00:00,20220209003,40.59564083,-105.1403,97.32175266,2.851644966
4S-31,4S,4S-3,2.000277778,3,2022-02-09 19:19:24+00:00,2022-02-09 17:19:23+00:00,20220209001,40.59564767,-105.1403063,189.9335779,4.03136283
4W-47,4W,4W-4,2.184166667,3,2022-02-09 07:19:13+00:00,2022-02-09 05:08:10+00:00,20220208009,40.59595267,-105.1403517,92.76030897,2.846156484
4W-43,4W,4W-4,2.684444444,3,2022-02-09 03:08:00+00:00,2022-02-09 00:26:56+00:00,20220208007,40.59594067,-105.1403488,115.9097358,2.939736246
4W-32,4W,4W-3,2.500555556,2,2022-02-08 22:26:46+00:00,2022-02-08 19:56:44+00:00,20220208005,40.595947,-105.140307,90.02292108,3.130051135
4T-31,4T,4T-3,2.000555556,2,2022-02-08 17:56:34+00:00,2022-02-08 15:56:32+00:00,20220208003,40.59583017,-105.139824,870.5648173,144.5449921
4S-33,4S,4S-3,2.000555556,2,2022-02-08 17:56:34+00:00,2022-02-08 15:56:32+00:00,20220208003,40.595665,-105.1403025,114.9499118,3.563545876
5S-36,5S,5S-3,3.184166667,4,2022-02-08 05:08:01+00:00,2022-02-08 01:56:58+00:00,20220208001,40.59593683,-105.1394157,282.7416848,27.13400252
4S-12,4S,4S-1,3.000555556,2,2022-02-07 00:07:37+00:00,2022-02-06 21:07:35+00:00,20220206003,40.59561917,-105.1402258,125.7758165,8.068164177
5S-23,5S,5S-2,2.184444444,3,2022-02-06 19:07:25+00:00,2022-02-06 16:56:21+00:00,20220206001,40.59592817,-105.1394038,180.6116581,3.167427889
5W-23,5W,5W-2,2.184444444,3,2022-02-06 19:07:25+00:00,2022-02-06 16:56:21+00:00,20220206001,40.5956435,-105.1393938,23.35242245,2.616282768
4T-31,4T,4T-3,2.184722222,3,2022-02-06 04:26:44+00:00,2022-02-06 02:15:39+00:00,20220205003,40.59583017,-105.139824,125.1662257,2.979183398
4W-26,4W,4W-2,3.000555556,2,2022-02-06 00:15:30+00:00,2022-02-05 21:15:28+00:00,20220205001,40.59592967,-105.1402628,40.67794434,4.595440076
5S-36,5S,5S-3,3.000555556,2,2022-02-06 00:15:30+00:00,2022-02-05 21:15:28+00:00,20220205001,40.59593683,-105.1394157,40.6009336,3.304526131
4T-31,4T,4T-3,3.000277778,2,2022-02-05 19:15:20+00:00,2022-02-05 16:15:19+00:00,20220204009,40.59583017,-105.139824,124.7289983,3.449856994
4W-32,4W,4W-3,3.184166667,3,2022-02-04 19:20:19+00:00,2022-02-04 16:09:16+00:00,20220204002,40.595947,-105.140307,583.2569741,26.72832959
4W-47,4W,4W-4,3.184444444,3,2022-02-03 00:11:02+00:00,2022-02-02 20:59:58+00:00,20220202003,40.59595267,-105.1403517,89.46248,2.828118563
5S-15,5S,5S-1,3.000277778,2,2022-02-01 23:59:24+00:00,2022-02-01 20:59:23+00:00,20220201003,40.59591267,-105.1393538,89.99986591,3.364729927
4S-22,4S,4S-2,2,3,2022-02-01 18:59:11+00:00,2022-02-01 16:59:11+00:00,20220201001,40.59566267,-105.1402618,166.1215479,4.621219358
4T-31,4T,4T-3,0.004444444,3,2022-04-16 17:39:55+00:00,2022-04-16 17:39:39+00:00,20220416004,40.59583017,-105.139824,0,0
4T-22,4T,4T-2,0.004444444,3,2022-04-16 17:39:55+00:00,2022-04-16 17:39:39+00:00,20220416004,40.59579867,-105.1398733,0,0
4T-11,4T,4T-1,0.004444444,3,2022-04-16 17:39:55+00:00,2022-04-16 17:39:39+00:00,20220416004,40.59575067,-105.1398913,0,0
5W-22,5W,5W-2,6.683333333,5,2022-04-11 15:53:20+00:00,2022-04-11 09:12:20+00:00,20220411001,40.595653,-105.1393917,0,0
5W-110,5W,5W-1,6.683333333,5,2022-04-11 15:53:20+00:00,2022-04-11 09:12:20+00:00,20220411001,40.59562167,-105.139431,0,0
5S-23,5S,5S-2,6.683333333,5,2022-04-11 15:53:20+00:00,2022-04-11 09:12:20+00:00,20220411001,40.59592817,-105.1394038,0,0
5S-14,5S,5S-1,6.683333333,5,2022-04-11 15:53:20+00:00,2022-04-11 09:12:20+00:00,20220411001,40.59590333,-105.1393615,0,0
4W-54,4W,4W-5,6.183333333,3,2022-04-11 07:12:16+00:00,2022-04-11 01:01:16+00:00,20220410004,40.59593983,-105.1403915,0,0
4S-14,4S,4S-1,6.183333333,3,2022-04-11 07:12:16+00:00,2022-04-11 01:01:16+00:00,20220410004,40.595651,-105.1402282,0,0
4W-32,4W,4W-3,4.183333333,3,2022-04-10 21:01:13+00:00,2022-04-10 16:50:13+00:00,20220410002,40.595947,-105.140307,0,0
4T-31,4T,4T-3,4.183333333,3,2022-04-10 21:01:13+00:00,2022-04-10 16:50:13+00:00,20220410002,40.59583017,-105.139824,0,0
5W-26,5W,5W-2,4,2,2022-04-01 09:22:09+00:00,2022-04-01 05:22:09+00:00,20220401001,40.5956515,-105.1393952,0,0
4T-31,4T,4T-3,4,2,2022-04-01 09:22:09+00:00,2022-04-01 05:22:09+00:00,20220401001,40.59583017,-105.139824,0,0
4T-12,4T,4T-1,1.183333333,3,2022-03-30 20:04:56+00:00,2022-03-30 18:53:56+00:00,20220330002,40.595764,-105.1399033,2010.626098,354.3724069
5W-31,5W,5W-3,1.183333333,3,2022-03-30 20:04:56+00:00,2022-03-30 18:53:56+00:00,20220330002,40.59568017,-105.1393735,1330.191758,57.77343814
5W-18,5W,5W-1,4.106388889,4,2022-03-26 12:06:25+00:00,2022-03-26 08:00:02+00:00,20220325011,40.595623,-105.1394388,0,0
5S-36,5S,5S-3,4.106388889,4,2022-03-26 12:06:25+00:00,2022-03-26 08:00:02+00:00,20220325011,40.59593683,-105.1394157,0,0
4W-22,4W,4W-2,4.106388889,4,2022-03-26 12:06:25+00:00,2022-03-26 08:00:02+00:00,20220325011,40.59595283,-105.1402622,0,0
4S-14,4S,4S-1,4.106388889,4,2022-03-26 12:06:25+00:00,2022-03-26 08:00:02+00:00,20220325011,40.595651,-105.1402282,0,0
5S-27,5S,5S-2,1.5,1,2022-03-16 21:58:45+00:00,2022-03-16 20:28:45+00:00,20220316003,40.59592467,-105.1393833,1952.750079,82.86929442
4S-22,4S,4S-2,0.273333333,1,2022-03-09 17:00:54+00:00,2022-03-09 16:44:30+00:00,20220309008,40.59566267,-105.1402618,269.8540359,2.864968231
5W-23,5W,5W-2,0.279444444,5,2022-02-15 16:50:17+00:00,2022-02-15 16:33:31+00:00,20220215006,40.5956435,-105.1393938,358.6512753,33.16807794
5S-36,5S,5S-3,0.279444444,5,2022-02-15 16:50:17+00:00,2022-02-15 16:33:31+00:00,20220215006,40.59593683,-105.1394157,340.2020666,29.6027953
4W-54,4W,4W-5,0.279444444,5,2022-02-15 16:50:17+00:00,2022-02-15 16:33:31+00:00,20220215006,40.59593983,-105.1403915,7.727274072,26.80070947
4S-42,4S,4S-4,0.279444444,5,2022-02-15 16:50:17+00:00,2022-02-15 16:33:31+00:00,20220215006,40.59566533,-105.1403468,7.713246863,26.79590089